OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
660,Malcolm X Park II,City of Boston, ,3,Roxbury,0.19,Paulding Street,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Washington Park,,0,0,,PARK_Maintenance_Ground Maintenance,8229.140869,778.2167025
661,Federal Reserve Plaza,United States of America, ,1,Central Boston,2.09,556-624 Atlantic Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Federal Reserve Bank Plaza,,0,0,,INFO_Reallocation From Dept,91122.13892,2557.329247
662,East Boston Memorial Park II,Massport,CAT Mit,3,East Boston,3.06, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,,N,X, ,,0,0,,INFO_Reallocation From Dept,133420.7878,5499.074763
663,East Boston Memorial Park III,Commonwealth of Massachusetts,CAT Mit,3,East Boston,2.01, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,,N,X, ,,0,0,,INFO_Reallocation From Dept,87771.31787,2643.431105
664,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.01, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X, ,,0,0,,INFO_Reallocation From Dept,424.1584473,84.22527751
665,Crane Ledge III,Private, ,7,Roslindale,25.06,990 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, ,Barry's Quarry,,0,0,,INFO_Reallocation From Dept,1091459.307,5620.182252
666,Crane Ledge I,City of Boston, ,7,Roslindale,1.45,996 American Legion Highway,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,62987.48267,2028.993824
667,Crane Ledge II,Commonwealth of Massachusetts, ,7,Roslindale,0.2,984 American Legion Highway,Commercial/Office/Business District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,8784.112549,627.910521
668,Sherrin Woods II,Private, ,6,Hyde Park,1.11,145 Dale Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,48191.00269,1366.488582
669,Dana Avenue Urban Wild II,City of Boston,WPA,6,Hyde Park,0.03243961, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,1413.067383,276.012915
670,Dell Rock II,City of Boston, ,6,Hyde Park,0.04, ,Residential District,Urban Wilds & Natural Areas,NULL,BPRD,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,1845.51709,296.2762949
671,Woodhaven Street Lot,Private, ,7,Mattapan,1.2,26-36 Woodhaven Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,52386.01929,1064.308856
672,Orlando-Monterey Lot II,Private, ,7,Mattapan,0.21,100 Almont Street (corner of Orlando Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,8996.256104,388.9770952
673,Babson-Cookson Tract,City of Boston, ,6,Mattapan,2.41,10 Cookson Terrace (cnr Babson Street),Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,105019.49,1347.686697
674,Richmond & North Streets Park II,MassDOT, ,3,Central Boston,0.28,201 North Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,PARK_Maintenance_Region 1,12130.32764,1123.977823
675,Bussey Brook Meadow I,City of Boston,A97,6,Roslindale,24.68,360 South Street,Open Space District,Urban Wilds & Natural Areas,BPRD,BPRD,X,X,Arnold Arboretum III,,0,0,,PARK_Maintenance_Ground Maintenance,1074839.142,7523.327804
676,Arborway II,Commonwealth of Massachusetts,A97,2,Roslindale,1.15, ,Open Space & Residential Districts,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,50205.65161,4523.509389
677,Forest Hills Preserve,BHA, ,6,Roslindale,2.45, ,Open Space District,Urban Wilds & Natural Areas,NULL,BHA,N,X, ,,0,0,,INFO_Reallocation From Dept,106605.823,1789.179074
678,Allandale Woods IV,Private,A97/CR/WPA,6,West Roxbury,6.29, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,Spring House CR,,0,0,,INFO_Reallocation From Dept,274167.4746,2284.327706
679,Allandale Woods V,Private,A97/Easmnt/WPA,6,West Roxbury,2.78,1215R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,BCC & TTOR,BPRD,X,X,Snow Place Easement,,0,0,,INFO_Reallocation From Dept,121187.429,1642.889288
680,The Food Project Lot #1B,Private, ,5,Roxbury,0.19, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,8247.168457,672.5962069
681,Shirley-Eustis House Grounds,Private, ,3,Roxbury,1.3,33 Shirley Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,56708.72266,2170.5903
682,Recuperative Center Lawn,Private, ,3,West Roxbury,0.31,1251 Centre Street,Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,13526.12451,475.4912136
683,Duck Pond Outlet,Private,WPA,6,West Roxbury,0.19,1225R Centre Street,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,,,N,, ,,0,0,,INFO_Reallocation From Dept,8252.90332,386.1301967
684,Government Center Garage Plaza,Private, ,1,Central Boston,0.94,"New Sudbury, N Washington, New Chardon, Congress",Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,40835.87769,2150.355978
685,Cardinal Cushing Park II,City of Boston,,1,Central Boston,0.07,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,Bowdoin Square,,0,0,,INFO_Reallocation From Dept,2972.889893,242.3240462
686,Bowdoin Mall,City of Boston,A97,1,Central Boston,0.5,"Btwn Hawkins, New Chardon, Congress, New Sudbury Streets",Special District,"Malls, Squares & Plazas",NULL, ,X,X, ,,0,0,,INFO_Reallocation From Dept,21855.42896,1383.126191
687,Hawkins-New Sudbury Mall I,BRA,,1,Central Boston,0.1,35 New Sudbury Street; 42 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X, ,BRA,0,0,,INFO_Reallocation From Dept,4202.968262,396.7817565
688,Hawkins-New Sudbury Mall II,City of Boston,,1,Central Boston,0.07,46 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X, ,PWD,0,0,,INFO_Reallocation From Dept,3112.021484,231.4066517
689,Pier Four Harborwalk,Private,Ch91/WPA,1,South Boston,0.09,130 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,3847.625244,384.2488749
690,Piano Craft Garden,Private, ,1,South End,0.56,268-272 Northampton Street,Residential District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,24196.3999,706.7282468
691,Ashburton Place Plaza,Commonwealth of Massachusetts, ,1,Central Boston,0.82,One Ashburton Place,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,35682.41992,1545.41295
692,RFK Greenway II,City of Boston, ,1,Central Boston,0.29,171 Summer Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,12804.63477,475.6968994
693,China Gate Plaza,City of Boston, ,1,Central Boston,0.14,Beach Street btwn Hudson St & Surface Artery,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,Beach Street Plaza,,0,0,,INFO_Reallocation From Dept,6243.334229,345.6059429
694,Back Bay Fens,City of Boston,A97/NRHP/WPA,3,Fenway/Kenmore,70.1,"Bounded by Beacon St, Park Drive, The Fenway, Evans Way, Forsyth Way, Westland Ave",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"Includes Evans Way Park, Forsyth Park, Westland Avenue Gates",,0,0,,PARK_Maintenance_Region 3,3053367.002,22839.98043
695,Riverway I,City of Boston,A97/NRHP/GPOD,3,Fenway/Kenmore,17.18,440 Park Drive,Institutional District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,"contains Back Bay Yard, ""Sears Lot"" aka ""Sears Rotary""",,0,0,,PARK_Maintenance_Region 3,748570.3308,8745.035203
696,Riverway III,City of Boston,A97/NRHP/GPOD,3,Jamaica Plain,5.3,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,230726.9038,4197.085909
697,Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Jamaica Plain,1.91,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,83225.63965,7561.534732
698,Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.74,507 Jamaica Way,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank,,0,0,,PARK_Maintenance_Region 3,4257189.26,8048.497429
699,Condor Street Beach II,City of Boston, ,3,East Boston,0.2,"Condor Street, Adj to Dist 9 Public Works Yard",Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,8875.083252,1551.503468
700,Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Kenmore,1.49,Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,64797.78027,2714.023903
701,Kennedy Family Service Center Park,Private, ,3,Charlestown,0.11,29 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,Vine-Moulton Park,,0,0,,INFO_Reallocation From Dept,4763.566406,285.4930411
702,Kennedy Family Service Cntr Playlot,Private, ,3,Charlestown,0.2,35 Vine Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,Vine Street Playlot,,0,0,,INFO_Reallocation From Dept,8713.345703,374.9593135
703,London Street Park,MassDOT,License,3,East Boston,0.14,89 London Street,Residential District,"Parks, Playgrounds & Athletic Fields",Private, ,N,X,London St Play Area;  E B Central Catholic Schl Park,,0,0,,PARK_Maintenance_Region 1,6274.213379,317.0695391
704,Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Kenmore,0.6,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens,,0,0,,INFO_Reallocation From Dept,26312.10498,3227.681194
705,West Roxbury H.S. Campus,City of Boston, ,3,West Roxbury,7.0780567, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,308320.222,5364.073568
706,Conley School Play Yard,City of Boston, ,3,Roslindale,1.42,40 Poplar, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,61904.36279,1937.9508
707,Columbia Road Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.12,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,John McCormack Park,,0,0,,INFO_Reallocation From Dept,5390.639404,304.1636323
708,Edward Everett Square,City of Boston, ,1,Dorchester,0.09,IFO 695-711R Columbia Rd at intersection of Columbia Rd & E Cottage St,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Bartlett Pear Park,,0,0,,PARK_Maintenance_Ground Maintenance,4096.966309,407.4367873
709,Boylston Street I,City of Boston,A97,2,Fenway/Kenmore,0.62,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,,0,0,,INFO_Reallocation From Dept,26869.37598,3493.544971
710,Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Kenmore,2.4,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,,0,0,,INFO_Reallocation From Dept,77538.43066,6619.412135
711,The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Kenmore,0.77,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,,0,0,,INFO_Reallocation From Dept,33476.94507,2449.849688
712,Park Drive I,City of Boston,A97/NRHP,2,Fenway/Kenmore,5.1,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,221943.4019,18730.46887
713,Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Kenmore,1.38,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle,,0,0,,INFO_Reallocation From Dept,60224.76636,5451.927971
714,Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Kenmore,0.84,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X, ,Back Bay Fens,,0,0,,INFO_Reallocation From Dept,36785.26587,1398.95424
715,Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Kenmore,2.36,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,,0,0,,INFO_Reallocation From Dept,102939.5798,9141.602069
716,Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Kenmore,0.23,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,,0,0,,INFO_Reallocation From Dept,9902.980469,1073.332906
717,Commonwealth Avenue Mall I,City of Boston,A97/NRHP,1,Back Bay/Beacon Hill,10.87,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,0,0,,PARK_Maintenance_Region 1,473518.3743,13623.35667
718,Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.19, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,14779.73462,3543.659443
719,Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.25,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,97993.50854,23816.59879
720,Centre Street III,City of Boston, ,2,Jamaica Plain,0.01,IFO 977-985 Centre Street,Residential District,"Parkways, Reservations & Beaches",NULL,PWD,N,X, ,,0,0,,INFO_Reallocation From Dept,327.6264648,231.4906636
721,Centre Street V,City of Boston, ,2,Roslindale,0.26,SE (inbound) side of Centre St btwn Weld St and VFW Parkway,Institutional District,"Parkways, Reservations & Beaches",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,11457.69727,2089.124298
722,Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.32,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,,INFO_Reallocation From Dept,13753.31567,3260.993011
723,Dever School Schoolyard,City of Boston, ,3,Dorchester,1.13, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,49245.95435,1534.19483
724,McCormack School Courts,City of Boston, ,3,Dorchester,0.32,325 Mt Vernon Street, ,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,13785.62134,473.6115532
725,Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.19, ,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,138746.9526,4921.161312
726,Pier 10 Mall,BRA,Ch91,1,South Boston,0.56,Eastern end of Drydock Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Pier 10 Park,,0,0,,INFO_Reallocation From Dept,24590.4292,667.3218593
727,Tunnel Harborwalk,MassDOT,Ch 91,1,South Boston,0.18,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,8019.043945,492.549189
728,Podium Plaza,Massport,Ch91,1,South Boston,0.46,1 Seaport Lane,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,20085.67285,916.1001606
729,Williams Tunnel Portal Park,MassDOT, ,1,South Boston,0.2,D St Extension above Ted Williams Tunnel Entrance Portal,Industrial District,"Malls, Squares & Plazas",NULL,Massport,N,X, ,,0,0,,INFO_Reallocation From Dept,8659.414307,694.9090659
730,Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.5,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X, ,,0,0,,INFO_Reallocation From Dept,2213.634766,227.9249259
731,India Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.41,65-85 East India Row,Special District,"Malls, Squares & Plazas",NULL,Private,N,X,Harbor Towers Harborwalk,,0,0,,INFO_Reallocation From Dept,18116.01929,1324.201408
732,Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,1.26,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,54857.7793,4462.161795
733,400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.05,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,2001.238037,313.1311016
734,408 Atlantic Avenue Harborwalk,United States of America,Ch91/WPA,1,Central Boston,0.03,408 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,1492.163818,291.8315029
735,Independence Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.18,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",NULL,Private,N,X,470 Atlantic Avenue Harborwalk,,0,0,,INFO_Reallocation From Dept,7656.682373,766.1619086
736,Mary Soo Hoo Park,MassDOT, ,1,Central Boston,0.07,51 Albany Street,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,3196.63501,274.7416066
737,Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.19,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,8472.560547,1178.121408
738,Mishawam Playlots,Private, ,3,Charlestown,0.24, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,10432.50366,586.4905
739,Medford Street Corridor II,Private, ,7,Charlestown,1.63, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,70903.30005,2679.354406
740,Pendergast Entrance,Private, ,6,Mattapan,1.03,1000 Harvard Street,Residential District,Urban Wilds & Natural Areas,NULL,n/a,N, , ,n/a,0,0,,INFO_Reallocation From Dept,44973.8418,1298.866922
741,Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.71,140 Highland Street,Residential District,Urban Wilds & Natural Areas,BCC,Private,X, ,140 Highland Street Reserve,BCC,0,0,,INFO_Reallocation From Dept,31135.71704,1106.928283
742,Brookside Community Garden,BNAN,Land Trust,5,Roxbury,0.12,36-44 Merriam Street,Residential District,Community Gardens,BNAN, ,N, , , ,0,0,,INFO_Reallocation From Dept,5396.568604,299.1498892
743,Maple-Sonoma Streets Community Park,City of Boston, ,3,Roxbury,0.26,84 Maple Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,Community Group/Nonprofit,N,X, ,DND,0,0,,INFO_Reallocation From Dept,11147.77612,445.5362987
744,Erie/Wolcott Streets Park,BNAN,Land Trust,3,Roxbury,0.25,72-78 Erie Street,Residential District,"Parks, Playgrounds & Athletic Fields",BNAN,BNAN,N,X, ,NA,0,0,,INFO_Reallocation From Dept,10845.89038,429.312758
745,Brighton Common,City of Boston,A97,1,Allston-Brighton,0.51023197,30 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,"Brighton Square, Wilson Square",,0,0,,PARK_Maintenance_Region 4,22068.69409,646.7256462
746,Sweeney Playground,City of Boston,A97,3,South Boston,0.47965763,180 West Fifth Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 2,20139.78979,606.8185187
